activity_id,datetime_local,date,name,sport,distance_km,duration_s,pace_str,pace_s_per_km,avg_hr,max_hr,avg_cadence_spm,avg_power,avg_gct_ms,avg_vert_osc_mm,avg_vert_ratio,avg_stride_m,vo2max,aerobic_te,anaerobic_te,training_load,rpe,body_battery_delta,calories,elev_gain_m,location,hr_z1_s,hr_z2_s,hr_z3_s,hr_z4_s,hr_z5_s
20441785438,2025-09-20T08:56:08,2025-09-20,Berlin Running,RUNNING,5.006,2170.0,07:14,433.5,165.0,178.0,158.0,201.0,283.1,8.5,9.96,0.859,41.0,3.4000000953674316,0.0,112.1,90.0,-6.0,1273.7660799999999,500.0,Berlin,17997.0,36861.0,483678.0,1613201.0,0.0
20456588140,2025-09-21T10:58:01,2025-09-21,Berlin - BMW Berlin Marathon (42.195 km),RUNNING,42.222,17328.0,06:50,410.4,182.0,198.0,160.0,213.0,272.8,8.5,9.45,0.906,41.0,5.0,2.200000047683716,988.2,100.0,-32.0,10898.24202,7700.0,Berlin,14851.0,81363.0,987755.0,7533705.0,8710246.0
20522343602,2025-09-24T17:20:59,2025-09-24,Relax and Focus (Short),TRAINING,0.0,334.0,,,84.0,95.0,,,,,,,,0.0,0.0,0.2,,0.0,,,,0.0,0.0,0.0,0.0,0.0
20546894518,2025-09-28T16:33:58,2025-09-28,Plitvicka jezera Running,RUNNING,8.009,6217.0,12:56,776.2,130.0,190.0,96.0,99.0,327.9,6.3,8.65,0.741,41.0,2.799999952316284,1.600000023841858,83.3,60.0,-6.0,2203.95052,23800.0,Plitvicka jezera,1783936.0,2310978.0,813425.0,625567.0,176000.0
20568511596,2025-10-02T09:46:32,2025-10-02,Dubrovnik Running,RUNNING,2.769,6889.0,41:28,2487.6,106.0,165.0,30.0,25.0,330.3,5.5,8.6,0.783,,1.100000023841858,0.30000001192092896,17.8,10.0,-7.0,1541.92736,25800.0,Dubrovnik,3140976.0,604011.0,337001.0,16001.0,0.0
20661440154,2025-10-12T05:16:40,2025-10-12,New Delhi Running,RUNNING,21.135,7405.0,05:50,350.3,191.0,199.0,166.0,244.0,260.7,9.0,8.81,1.026,42.0,5.0,3.0999999046325684,800.9,90.0,-31.0,5371.60564,1000.0,New Delhi,0.0,21396.0,101000.0,511976.0,6770074.0
20731350484,2025-10-19T05:10:21,2025-10-19,Mumbai Running,RUNNING,14.016,6404.0,07:37,456.9,171.0,188.0,152.0,190.0,283.3,8.4,9.94,0.851,41.0,4.599999904632568,0.0,224.6,70.0,-19.0,3716.5477399999995,4700.0,Mumbai,23000.0,127984.0,801004.0,4900730.0,540973.0
20788512393,2025-10-25T06:27:25,2025-10-25,Mumbai Running,RUNNING,10.018,4372.0,07:16,436.4,178.0,192.0,156.0,196.0,276.6,8.2,9.48,0.876,41.0,5.0,0.0,248.6,80.0,-20.0,2757.03316,2300.0,Mumbai,12000.0,10000.0,228999.0,2437956.0,1668391.0
20864668842,2025-11-02T05:51:32,2025-11-02,Mumbai Running,RUNNING,14.101,6322.0,07:28,448.3,171.0,195.0,152.0,192.0,279.3,8.3,9.59,0.873,41.0,5.0,2.200000047683716,340.4,70.0,-22.0,3724.9277799999995,4700.0,Mumbai,22000.0,290985.0,958300.0,3575142.0,1443094.0
21145054451,2025-12-02T07:17:06,2025-12-02,Mumbai Running,RUNNING,5.037,2284.0,07:33,453.4,182.0,193.0,158.0,192.0,285.4,8.3,10.05,0.833,40.0,4.800000190734863,0.0,120.9,70.0,-16.0,1357.56648,500.0,Mumbai,13479.0,23000.0,65003.0,891356.0,1290865.0
21172571046,2025-12-05T07:10:14,2025-12-05,Mumbai Running,RUNNING,5.096,2221.0,07:16,435.7,183.0,196.0,162.0,201.0,282.8,8.5,9.99,0.853,39.0,5.0,1.2000000476837158,157.9,90.0,-17.0,1361.7565,1100.0,Mumbai,25884.0,13000.0,68000.0,786971.0,1320651.0
21189685636,2025-12-07T06:06:07,2025-12-07,Mumbai Running,RUNNING,16.004,6419.0,06:41,401.1,179.0,196.0,166.0,217.0,273.2,8.5,9.54,0.896,40.0,5.0,0.699999988079071,388.5,90.0,-26.0,4043.3693,6300.0,Mumbai,21799.0,58265.0,393952.0,3846855.0,2098061.0
21225664719,2025-12-11T06:51:23,2025-12-11,Mumbai Running,RUNNING,5.011,2134.0,07:06,425.9,171.0,187.0,162.0,205.0,282.4,8.6,9.93,0.868,40.0,4.599999904632568,0.0,135.1,50.0,-13.0,1269.5760599999999,1000.0,Mumbai,37455.0,46025.0,439565.0,1574122.0,36943.0
21251115970,2025-12-14T05:05:42,2025-12-14,Mumbai Running,RUNNING,21.006,8654.0,06:52,412.0,173.0,190.0,164.0,210.0,275.2,8.5,9.63,0.883,40.0,5.0,0.0,410.3,80.0,-22.0,5204.00484,7100.0,Mumbai,22000.0,241102.0,744623.0,7291616.0,337437.0
21310965571,2025-12-21T05:55:59,2025-12-21,Kolkata Running,RUNNING,25.005,9117.0,06:05,364.6,187.0,197.0,170.0,237.0,262.5,8.7,8.98,0.964,41.0,5.0,0.0,777.3,100.0,-42.0,6230.55974,3800.0,Kolkata,28953.0,27000.0,198001.0,1235976.0,7627072.0
21336494876,2025-12-24T07:09:25,2025-12-24,Mumbai Running,RUNNING,5.338,2409.0,07:31,451.3,161.0,183.0,154.0,189.0,278.8,8.1,9.52,0.861,41.0,3.299999952316284,0.20000000298023224,108.9,40.0,-10.0,1365.94652,1100.0,Mumbai,35207.0,293001.0,755283.0,1325702.0,0.0
21369546402,2025-12-28T05:12:29,2025-12-28,Mumbai Running,RUNNING,21.128,9222.0,07:16,436.5,171.0,184.0,160.0,199.0,279.1,8.3,9.75,0.857,41.0,5.0,0.30000001192092896,341.8,100.0,-22.0,5359.03558,4100.0,Mumbai,35107.0,645012.0,653854.0,7876356.0,10999.0
21412631818,2026-01-01T20:11:40,2026-01-01,Mumbai Running,RUNNING,5.101,3007.0,09:49,589.5,151.0,171.0,134.0,141.0,300.8,7.5,10.29,0.739,41.0,2.4000000953674316,0.0,50.4,60.0,0.0,1282.1461199999999,1700.0,Mumbai,91002.0,698009.0,1395608.0,800940.0,0.0
21446418884,2026-01-05T07:16:59,2026-01-05,Mumbai Running,RUNNING,5.019,2113.0,07:01,420.9,172.0,184.0,158.0,202.0,274.9,8.4,9.43,0.891,41.0,3.700000047683716,0.0,141.9,60.0,-8.0,1307.28624,800.0,Mumbai,20046.0,30000.0,300672.0,1760985.0,1000.0
21507685152,2026-01-11T05:21:10,2026-01-11,Mumbai Running,RUNNING,21.016,9671.0,07:40,460.2,163.0,183.0,156.0,192.0,284.3,8.2,10.01,0.829,41.0,4.900000095367432,0.0,251.0,80.0,-30.0,5245.90504,5200.0,Mumbai,297300.0,466886.0,2988859.0,5899167.0,0.0
21582446921,2026-01-18T05:10:02,2026-01-18,Mumbai Running,RUNNING,42.748,18239.0,07:07,426.7,184.0,202.0,160.0,200.0,272.9,8.2,9.5,0.87,41.0,5.0,1.2000000476837158,939.9,100.0,-18.0,11044.89272,12400.0,Mumbai,20999.0,94379.0,1120977.0,5378729.0,11623682.0
21732785752,2026-01-25T18:42:52,2026-01-25,Relax and Focus (Short),TRAINING,0.0,335.0,,,79.0,90.0,,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0
21875482815,2026-02-15T17:49:24,2026-02-15,Mumbai Running,RUNNING,5.011,2308.0,07:41,460.6,168.0,188.0,160.0,196.0,292.2,8.4,10.43,0.81,39.0,4.300000190734863,0.0,99.3,60.0,-11.0,1252.8159799999999,1100.0,Mumbai,32000.0,284000.0,118001.0,1544944.0,317164.0
22104265687,2026-03-08T18:59:51,2026-03-08,Mumbai Running,RUNNING,5.007,2341.0,07:48,467.5,176.0,191.0,160.0,188.0,292.3,8.4,10.47,0.799,39.0,4.099999904632568,0.0,90.5,80.0,-7.0,1248.6259599999998,800.0,Mumbai,16320.0,31000.0,54174.0,1747088.0,492410.0
22660230007,2026-04-26T06:29:36,2026-04-26,Bengaluru Running,RUNNING,9.803,4770.0,08:07,486.6,188.0,201.0,158.0,188.0,281.5,7.6,9.74,0.773,37.0,5.0,0.10000000149011612,193.2,100.0,-7.0,2840.8335599999996,4000.0,Bengaluru,0.0,0.0,74999.0,799128.0,3896034.0
23026211442,2026-05-27T06:58:12,2026-05-27,Mumbai Running,RUNNING,3.007,1548.0,08:35,514.8,175.0,186.0,154.0,180.0,292.2,7.7,10.25,0.763,38.0,3.9000000953674316,0.0,81.4,40.0,-11.0,879.9042,400.0,Mumbai,0.0,43714.0,155001.0,1295210.0,54007.0
23086072580,2026-06-01T07:17:42,2026-06-01,Mumbai Running,RUNNING,3.001,1330.0,07:23,443.1,183.0,192.0,162.0,213.0,279.6,8.2,9.86,0.832,38.0,4.199999809265137,0.0,93.4,60.0,-10.0,833.8139799999999,300.0,Mumbai,0.0,0.0,50695.0,580992.0,697874.0
23164790484,2026-06-07T19:25:37,2026-06-07,Mumbai Running,RUNNING,3.503,1791.0,08:31,511.3,178.0,190.0,158.0,195.0,294.8,8.0,10.66,0.756,39.0,3.5999999046325684,0.0,63.6,60.0,-9.0,963.7045999999999,200.0,Mumbai,1228.0,38008.0,75002.0,1498441.0,178085.0
23170328236,2026-06-08T07:31:01,2026-06-08,Mumbai Running,RUNNING,3.012,1547.0,08:34,513.5,169.0,179.0,156.0,185.0,288.8,7.7,10.34,0.753,39.0,3.200000047683716,0.0,48.6,50.0,-8.0,821.2439199999999,300.0,Mumbai,0.0,39591.0,308997.0,1198012.0,0.0
23194908116,2026-06-10T07:31:13,2026-06-10,Mumbai Running,RUNNING,4.008,1765.0,07:20,440.3,185.0,195.0,164.0,212.0,277.2,8.0,9.79,0.826,39.0,4.699999809265137,0.0,115.6,70.0,-14.0,1118.73534,400.0,Mumbai,0.0,35704.0,64999.0,650998.0,1012834.0
23218242274,2026-06-12T07:24:48,2026-06-12,Mumbai Running,RUNNING,3.008,1269.0,07:02,421.7,179.0,191.0,168.0,227.0,274.8,8.2,9.68,0.846,39.0,4.300000190734863,0.0,97.3,60.0,-10.0,825.4339399999999,400.0,Mumbai,0.0,43332.0,63001.0,1015977.0,146366.0
