date,sleep_total_min,sleep_deep_min,sleep_light_min,sleep_rem_min,sleep_awake_min,sleep_score,sleep_quality_score,sleep_recovery_score,resp_avg,sleep_stress_avg,restless_moments,hrv_overnight_ms,hrv_status,hrv_weekly_avg,overnight_hr,rhr,spo2_status,vo2max_running,vo2max_fitnessage,bio_age,bmi,acute_load,chronic_load,acwr,acwr_status,training_status,fitness_trend,readiness_score,readiness_level,recovery_time_hr,pred_5k_s,pred_10k_s,pred_half_s,pred_marathon_s
2024-06-18,446.0,62.0,314.0,70.0,14.0,80.0,78.0,73.0,13.0,18.4,39.0,,,54.0,,,,40.0,,,,658.0,519.0,1.2,OPTIMAL,MAINTAINING,NO_CHANGE,73.0,MODERATE,1.0,1753.0,3722.0,8575.0,19529.0
2024-06-19,422.0,91.0,263.0,68.0,28.0,75.0,76.0,65.0,13.0,22.3,48.0,,,51.0,,,,,,,,518.0,508.0,1.0,OPTIMAL,MAINTAINING,NO_CHANGE,62.0,MODERATE,697.0,1754.0,3724.0,8581.0,19549.0
2024-06-20,459.0,81.0,249.0,129.0,24.0,82.0,80.0,70.0,12.0,19.9,45.0,,,51.0,,,,40.0,,,,873.0,570.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,79.0,HIGH,1.0,1734.0,3704.0,8563.0,19540.0
2024-06-21,482.0,38.0,333.0,111.0,18.0,71.0,70.0,47.0,12.0,30.2,49.0,,,46.0,,,,,,,,731.0,554.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,15.0,POOR,2964.0,1736.0,3706.0,8569.0,19557.0
2024-06-22,592.0,51.0,419.0,122.0,26.0,80.0,74.0,75.0,13.0,17.6,64.0,,,47.0,,,,40.0,,,,676.0,549.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,54.0,MODERATE,1464.0,1707.0,3664.0,8498.0,19423.0
2024-06-23,519.0,58.0,309.0,152.0,4.0,82.0,81.0,64.0,12.0,22.9,42.0,,,46.0,,,,40.0,,,,928.0,603.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,70.0,MODERATE,307.0,1714.0,3679.0,8530.0,19497.0
2024-06-24,304.0,54.0,239.0,11.0,23.0,55.0,65.0,65.0,12.0,22.6,30.0,,,45.0,,,,,,,,754.0,596.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,1.0,POOR,3430.0,1715.0,3682.0,8536.0,19511.0
2024-06-25,408.0,47.0,322.0,39.0,67.0,66.0,64.0,71.0,13.0,19.3,45.0,,,44.0,,,,,,,,644.0,579.0,1.1,OPTIMAL,MAINTAINING,NO_CHANGE,24.0,POOR,1971.0,1718.0,3687.0,8549.0,19542.0
2024-06-26,478.0,93.0,269.0,116.0,2.0,89.0,89.0,71.0,12.0,19.6,40.0,,,44.0,,,,,,,,534.0,563.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,61.0,MODERATE,531.0,1717.0,3686.0,8547.0,19536.0
2024-06-27,470.0,61.0,325.0,84.0,14.0,79.0,74.0,65.0,12.0,22.6,55.0,,,44.0,,,,,,,,424.0,552.0,0.7,LOW,MAINTAINING,NO_CHANGE,67.0,MODERATE,1.0,1718.0,3686.0,8546.0,19533.0
2024-06-28,393.0,92.0,240.0,61.0,18.0,78.0,86.0,91.0,12.0,12.4,45.0,,,45.0,,,,,,,,314.0,540.0,0.5,LOW,RECOVERY,NO_CHANGE,72.0,MODERATE,1.0,1719.0,3690.0,8555.0,19548.0
2024-06-29,366.0,49.0,281.0,36.0,107.0,44.0,40.0,43.0,12.0,32.3,53.0,,,44.0,,,,,,,,222.0,525.0,0.4,LOW,RECOVERY,NO_CHANGE,41.0,LOW,232.0,1719.0,3690.0,8554.0,19547.0
2024-06-30,475.0,48.0,322.0,105.0,14.0,82.0,78.0,71.0,13.0,19.6,46.0,,,44.0,,,,,,,,131.0,510.0,0.2,LOW,RECOVERY,NO_CHANGE,69.0,MODERATE,1.0,1717.0,3684.0,8541.0,19519.0
2024-07-01,79.0,36.0,43.0,0.0,218.0,24.0,55.0,68.0,12.0,21.2,13.0,,,45.0,,,,,,,,85.0,491.0,0.1,LOW,DETRAINING,NO_CHANGE,31.0,LOW,520.0,1717.0,3684.0,8541.0,19517.0
2024-07-02,326.0,38.0,203.0,85.0,8.0,66.0,83.0,64.0,12.0,23.2,21.0,,,43.0,,,,,,,,39.0,471.0,0.0,LOW,DETRAINING,NO_CHANGE,64.0,MODERATE,1.0,1719.0,3689.0,8552.0,19543.0
2024-07-03,379.0,65.0,261.0,53.0,19.0,54.0,61.0,22.0,13.0,40.8,25.0,,,40.0,,,,,,,,0.0,450.0,0.0,LOW,DETRAINING,NO_CHANGE,39.0,LOW,87.0,1720.0,3690.0,8554.0,19546.0
2024-07-04,362.0,80.0,226.0,56.0,7.0,69.0,78.0,61.0,13.0,24.3,33.0,,,37.0,,,,,,,,0.0,422.0,0.0,LOW,DETRAINING,NO_CHANGE,42.0,LOW,1.0,1739.0,3730.0,8648.0,19760.0
2024-07-05,,,,,,,,,,,,,,35.0,,,,,,,,0.0,394.0,0.0,LOW,DETRAINING,NO_CHANGE,60.0,MODERATE,1.0,1739.0,3731.0,8650.0,19765.0
2024-07-06,406.0,64.0,294.0,48.0,19.0,75.0,76.0,76.0,13.0,17.0,42.0,,,35.0,,,,,,,,0.0,366.0,0.0,LOW,DETRAINING,NO_CHANGE,66.0,MODERATE,1.0,1742.0,3737.0,8663.0,19796.0
2024-07-07,529.0,69.0,340.0,120.0,2.0,87.0,83.0,74.0,12.0,18.2,59.0,,,35.0,,,,,,,,0.0,337.0,0.0,LOW,DETRAINING,NO_CHANGE,79.0,HIGH,1.0,1745.0,3743.0,8677.0,19828.0
2024-07-08,415.0,57.0,310.0,48.0,42.0,57.0,56.0,31.0,13.0,36.9,39.0,,,33.0,,,,,,,,0.0,314.0,0.0,LOW,DETRAINING,NO_RESULT,51.0,MODERATE,44.0,1745.0,3746.0,8686.0,19833.0
2024-07-09,387.0,63.0,267.0,57.0,7.0,76.0,83.0,81.0,13.0,14.7,38.0,,,34.0,,,,,,,,0.0,290.0,0.0,LOW,DETRAINING,NO_RESULT,60.0,MODERATE,1.0,1746.0,3749.0,8695.0,19838.0
2024-07-10,,,,,,,,,,,,,,37.0,,,,,,,,0.0,266.0,0.0,LOW,DETRAINING,NO_RESULT,70.0,MODERATE,1.0,1746.0,3751.0,8702.0,19838.0
2024-07-11,,,,,,,,,,,,,,39.0,,,,,,,,0.0,242.0,0.0,LOW,DETRAINING,NO_RESULT,88.0,HIGH,1.0,1746.0,3755.0,8711.0,19842.0
2024-07-12,466.0,89.0,320.0,57.0,32.0,71.0,68.0,50.0,12.0,29.2,54.0,,,38.0,,,,,,,,0.0,218.0,0.0,LOW,DETRAINING,NO_RESULT,80.0,HIGH,1.0,1747.0,3756.0,8717.0,19852.0
2024-07-13,447.0,65.0,320.0,62.0,0.0,81.0,80.0,75.0,12.0,17.4,47.0,,,38.0,,,,40.0,,,,150.0,221.0,0.6,LOW,RECOVERY,NO_CHANGE,74.0,MODERATE,1.0,1766.0,3799.0,8835.0,20184.0
2024-07-14,584.0,64.0,419.0,101.0,17.0,79.0,74.0,63.0,12.0,23.6,48.0,,,36.0,,,,,,,,135.0,199.0,0.6,LOW,RECOVERY,NO_CHANGE,36.0,LOW,2183.0,1764.0,3794.0,8832.0,20178.0
2024-07-15,415.0,35.0,318.0,62.0,20.0,72.0,71.0,66.0,12.0,21.9,50.0,,,38.0,,,,,,,,120.0,180.0,0.6,LOW,RECOVERY,NO_CHANGE,51.0,MODERATE,906.0,1765.0,3797.0,8846.0,20199.0
2024-07-16,374.0,61.0,296.0,17.0,6.0,55.0,62.0,39.0,13.0,33.6,43.0,,,35.0,,,,40.0,,,,321.0,201.0,1.5,HIGH,STRAINED,NO_CHANGE,40.0,LOW,73.0,1765.0,3799.0,8851.0,20213.0
2024-07-17,407.0,75.0,266.0,66.0,0.0,79.0,85.0,79.0,12.0,15.5,40.0,,,37.0,,,,,,,,284.0,186.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,6.0,POOR,2134.0,1766.0,3802.0,8864.0,20244.0
2024-07-18,448.0,50.0,335.0,63.0,17.0,76.0,72.0,65.0,12.0,22.5,42.0,,,38.0,,,,,,,,248.0,171.0,1.4,OPTIMAL,PRODUCTIVE,NO_CHANGE,42.0,LOW,671.0,1766.0,3804.0,8875.0,20273.0
2024-07-19,429.0,64.0,306.0,59.0,3.0,76.0,77.0,66.0,13.0,22.0,45.0,,,38.0,,,,,,,,211.0,156.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,57.0,MODERATE,1.0,1766.0,3804.0,8877.0,20280.0
2024-07-20,606.0,65.0,423.0,118.0,6.0,79.0,75.0,61.0,12.0,24.4,74.0,,,38.0,,,,39.0,,,,542.0,213.0,2.5,VERY_HIGH,OVERREACHING,NO_CHANGE,60.0,MODERATE,1.0,1771.0,3815.0,8934.0,20458.0
2024-07-21,420.0,25.0,346.0,49.0,42.0,57.0,52.0,35.0,13.0,35.5,49.0,,,36.0,,,,39.0,,,,775.0,263.0,2.9,VERY_HIGH,OVERREACHING,DECREASING,1.0,POOR,4929.0,1771.0,3811.0,8970.0,20555.0
2024-07-22,350.0,49.0,278.0,23.0,23.0,62.0,67.0,66.0,13.0,22.1,40.0,,,36.0,,,,,,,,671.0,260.0,2.5,VERY_HIGH,OVERREACHING,DECREASING,1.0,POOR,4685.0,1773.0,3818.0,8991.0,20580.0
2024-07-23,521.0,60.0,395.0,66.0,6.0,80.0,76.0,68.0,13.0,21.1,54.0,,,36.0,,,,,,,,567.0,256.0,2.2,VERY_HIGH,OVERREACHING,DECREASING,1.0,POOR,3229.0,1774.0,3822.0,9002.0,20597.0
2024-07-24,230.0,20.0,210.0,0.0,146.0,21.0,15.0,0.0,14.0,62.0,34.0,,,32.0,,,,39.0,,,,726.0,297.0,2.4,VERY_HIGH,OVERREACHING,DECREASING,1.0,POOR,3095.0,1775.0,3823.0,8984.0,20557.0
2024-07-25,428.0,69.0,285.0,74.0,23.0,75.0,74.0,63.0,13.0,23.3,37.0,,,30.0,,,,,,,,612.0,295.0,2.0,VERY_HIGH,OVERREACHING,DECREASING,1.0,POOR,3518.0,1774.0,3825.0,8980.0,20551.0
2024-07-26,459.0,53.0,316.0,90.0,2.0,84.0,83.0,81.0,12.0,14.7,51.0,,,30.0,,,,,,,,498.0,297.0,1.6,HIGH,OVERREACHING,DECREASING,3.0,POOR,2091.0,1773.0,3823.0,8973.0,20538.0
2024-07-27,443.0,72.0,314.0,57.0,1.0,84.0,88.0,100.0,13.0,9.6,55.0,,,31.0,,,,39.0,,,,573.0,326.0,1.7,HIGH,STRAINED,NO_CHANGE,47.0,LOW,687.0,1775.0,3827.0,8979.0,20562.0
2024-07-28,449.0,56.0,326.0,67.0,28.0,71.0,68.0,54.0,13.0,27.5,49.0,,,33.0,,,,39.0,,,,889.0,403.0,2.2,VERY_HIGH,OVERREACHING,NO_CHANGE,35.0,LOW,694.0,1798.0,3853.0,9019.0,20628.0
2024-07-29,419.0,77.0,279.0,63.0,19.0,73.0,73.0,62.0,12.0,24.2,43.0,,,33.0,,,,39.0,,,,1004.0,459.0,2.1,VERY_HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,3247.0,1796.0,3850.0,9008.0,20597.0
2024-07-30,408.0,50.0,308.0,50.0,5.0,77.0,81.0,81.0,12.0,14.7,41.0,,,34.0,,,,,,,,826.0,469.0,1.7,HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,3626.0,1794.0,3844.0,8989.0,20535.0
2024-07-31,329.0,68.0,203.0,58.0,0.0,71.0,93.0,97.0,12.0,10.6,29.0,,,39.0,,,,,,,,685.0,473.0,1.4,OPTIMAL,PRODUCTIVE,NO_CHANGE,26.0,LOW,2157.0,1819.0,3894.0,9097.0,20762.0
2024-08-01,367.0,55.0,246.0,66.0,10.0,74.0,83.0,86.0,13.0,13.6,39.0,,,43.0,,,,39.0,,,,844.0,519.0,1.6,HIGH,PRODUCTIVE,NO_CHANGE,60.0,MODERATE,825.0,1786.0,3828.0,8949.0,20423.0
2024-08-02,457.0,43.0,327.0,87.0,15.0,80.0,76.0,71.0,12.0,19.7,40.0,,,44.0,,,,,,,,706.0,519.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,43.0,LOW,1837.0,1785.0,3825.0,8941.0,20401.0
2024-08-03,442.0,83.0,255.0,104.0,1.0,87.0,91.0,80.0,12.0,15.0,36.0,,,44.0,,,,39.0,,,,738.0,549.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,78.0,HIGH,411.0,1787.0,3828.0,8940.0,20389.0
2024-08-04,437.0,62.0,284.0,91.0,6.0,84.0,86.0,88.0,12.0,12.9,47.0,,,47.0,,,,39.0,,,,914.0,601.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,67.0,MODERATE,427.0,1767.0,3802.0,8898.0,20313.0
2024-08-05,317.0,56.0,221.0,40.0,36.0,67.0,76.0,89.0,11.0,12.9,36.0,,,50.0,,,,,,,,754.0,600.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,34.0,LOW,2090.0,1767.0,3802.0,8892.0,20298.0
2024-08-06,340.0,55.0,226.0,59.0,12.0,70.0,81.0,77.0,11.0,16.5,28.0,,,50.0,,,,,,,,593.0,599.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,55.0,MODERATE,780.0,1766.0,3802.0,8890.0,20289.0
2024-08-07,361.0,71.0,211.0,79.0,12.0,72.0,82.0,68.0,12.0,20.9,32.0,,,49.0,,,,,,,,450.0,596.0,0.7,LOW,MAINTAINING,NO_CHANGE,54.0,MODERATE,1.0,1768.0,3808.0,8899.0,20310.0
2024-08-08,430.0,81.0,273.0,76.0,4.0,81.0,83.0,74.0,13.0,18.0,50.0,,,48.0,,,,,,,,349.0,584.0,0.5,LOW,RECOVERY,NO_CHANGE,77.0,HIGH,1.0,1768.0,3808.0,8899.0,20310.0
2024-08-09,287.0,50.0,176.0,61.0,5.0,62.0,93.0,100.0,12.0,7.1,31.0,,,49.0,,,,,,,,274.0,568.0,0.4,LOW,RECOVERY,NO_CHANGE,73.0,MODERATE,1.0,1769.0,3808.0,8901.0,20316.0
2024-08-10,508.0,88.0,277.0,143.0,24.0,87.0,83.0,77.0,12.0,16.5,37.0,,,49.0,,,,,,,,202.0,552.0,0.3,LOW,RECOVERY,NO_CHANGE,89.0,HIGH,1.0,1770.0,3813.0,8913.0,20347.0
2024-08-11,387.0,44.0,274.0,69.0,17.0,74.0,77.0,80.0,12.0,15.1,43.0,,,48.0,,,,39.0,,,,377.0,580.0,0.6,LOW,PEAKING,INCREASING,88.0,HIGH,1.0,1805.0,3873.0,9047.0,20648.0
2024-08-12,340.0,51.0,284.0,5.0,13.0,55.0,64.0,69.0,12.0,20.5,46.0,,,47.0,,,,,,,,304.0,561.0,0.5,LOW,PEAKING,INCREASING,38.0,LOW,2287.0,1808.0,3877.0,9056.0,20672.0
2024-08-13,457.0,54.0,303.0,100.0,12.0,78.0,76.0,63.0,12.0,23.7,50.0,,,47.0,,,,39.0,,,,421.0,576.0,0.7,LOW,PEAKING,INCREASING,60.0,MODERATE,861.0,1804.0,3869.0,9029.0,20605.0
2024-08-14,340.0,51.0,230.0,59.0,2.0,70.0,82.0,75.0,12.0,17.4,35.0,,,46.0,,,,,,,,347.0,555.0,0.6,LOW,PEAKING,INCREASING,47.0,LOW,1401.0,1803.0,3868.0,9027.0,20599.0
2024-08-15,360.0,85.0,197.0,78.0,2.0,74.0,85.0,72.0,12.0,18.8,43.0,,,47.0,,,,40.0,,,,515.0,567.0,0.9,OPTIMAL,PRODUCTIVE,INCREASING,72.0,MODERATE,1.0,1785.0,3842.0,8969.0,20476.0
2024-08-16,,,,,,,,,,,,,,45.0,,,,,,,,449.0,542.0,0.8,OPTIMAL,PRODUCTIVE,INCREASING,62.0,MODERATE,1360.0,1785.0,3840.0,8962.0,20458.0
2024-08-17,454.0,67.0,290.0,97.0,5.0,83.0,81.0,72.0,13.0,19.1,57.0,,,43.0,,,,,,,,404.0,521.0,0.7,LOW,RECOVERY,INCREASING,83.0,HIGH,1.0,1782.0,3834.0,8935.0,20391.0
2024-08-18,445.0,74.0,301.0,70.0,4.0,80.0,80.0,71.0,12.0,19.7,53.0,,,43.0,,,,,,,,337.0,498.0,0.6,LOW,RECOVERY,INCREASING,76.0,HIGH,1.0,1816.0,3888.0,9043.0,20601.0
2024-08-19,336.0,60.0,206.0,70.0,3.0,73.0,93.0,100.0,11.0,9.8,36.0,,,45.0,,,,39.0,,,,431.0,504.0,0.8,OPTIMAL,MAINTAINING,NO_CHANGE,73.0,MODERATE,1.0,1820.0,3895.0,9060.0,20642.0
2024-08-20,370.0,66.0,281.0,23.0,23.0,63.0,67.0,62.0,12.0,24.2,29.0,,,44.0,,,,,,,,348.0,483.0,0.7,LOW,MAINTAINING,NO_CHANGE,52.0,MODERATE,935.0,1819.0,3895.0,9071.0,20675.0
2024-08-21,475.0,64.0,376.0,35.0,59.0,67.0,61.0,68.0,12.0,21.0,41.0,,,45.0,,,,,,,,265.0,463.0,0.5,LOW,RECOVERY,NO_CHANGE,63.0,MODERATE,1.0,1819.0,3896.0,9072.0,20678.0
2024-08-22,450.0,66.0,302.0,82.0,21.0,78.0,75.0,66.0,11.0,21.9,44.0,,,42.0,,,,,,,,206.0,439.0,0.4,LOW,RECOVERY,NO_CHANGE,74.0,MODERATE,1.0,1819.0,3897.0,9074.0,20682.0
2024-08-23,424.0,103.0,256.0,65.0,7.0,75.0,80.0,62.0,12.0,24.2,46.0,,,42.0,,,,,,,,208.0,426.0,0.4,LOW,RECOVERY,NO_CHANGE,84.0,HIGH,1.0,1823.0,3904.0,9097.0,20739.0
2024-08-24,424.0,87.0,266.0,71.0,0.0,80.0,84.0,72.0,12.0,18.8,40.0,,,42.0,,,,,,,,163.0,399.0,0.4,LOW,RECOVERY,NO_CHANGE,79.0,HIGH,1.0,1824.0,3905.0,9100.0,20746.0
2024-08-25,366.0,58.0,253.0,55.0,4.0,70.0,77.0,62.0,13.0,24.2,34.0,,,41.0,,,,39.0,,,,340.0,416.0,0.8,OPTIMAL,MAINTAINING,NO_CHANGE,81.0,HIGH,1.0,1831.0,3914.0,9156.0,20915.0
2024-08-26,368.0,64.0,260.0,44.0,3.0,71.0,79.0,66.0,13.0,22.1,34.0,,,39.0,,,,,,,,293.0,393.0,0.7,LOW,MAINTAINING,NO_CHANGE,49.0,LOW,1175.0,1833.0,3916.0,9161.0,20931.0
2024-08-27,427.0,63.0,307.0,57.0,2.0,80.0,85.0,86.0,12.0,13.4,32.0,,,41.0,,,,,,,,247.0,371.0,0.6,LOW,RECOVERY,NO_CHANGE,71.0,MODERATE,1.0,1832.0,3919.0,9170.0,20952.0
2024-08-28,414.0,49.0,284.0,81.0,0.0,79.0,82.0,79.0,13.0,15.3,46.0,,,41.0,,,,,,,,202.0,349.0,0.5,LOW,RECOVERY,NO_CHANGE,80.0,HIGH,1.0,1832.0,3919.0,9170.0,20954.0
2024-08-29,466.0,57.0,326.0,83.0,12.0,80.0,76.0,69.0,12.0,20.7,48.0,,,43.0,,,,,,,,158.0,329.0,0.4,LOW,RECOVERY,NO_CHANGE,85.0,HIGH,1.0,1853.0,3963.0,9269.0,21186.0
2024-08-30,293.0,61.0,166.0,66.0,0.0,64.0,92.0,84.0,12.0,13.9,24.0,,,45.0,,,,,,,,129.0,306.0,0.4,LOW,RECOVERY,NO_CHANGE,72.0,MODERATE,1.0,1853.0,3963.0,9267.0,21182.0
2024-08-31,143.0,35.0,90.0,18.0,14.0,30.0,74.0,60.0,12.0,25.0,11.0,,,45.0,,,,,,,,101.0,283.0,0.3,LOW,RECOVERY,NO_CHANGE,43.0,LOW,433.0,1856.0,3968.0,9279.0,21210.0
2024-09-01,373.0,39.0,289.0,45.0,9.0,67.0,70.0,56.0,13.0,26.5,37.0,,,44.0,,,,38.0,,,,790.0,391.0,2.0,VERY_HIGH,OVERREACHING,NO_CHANGE,51.0,MODERATE,1.0,1819.0,3871.0,9047.0,20875.0
2024-09-02,428.0,40.0,336.0,52.0,7.0,74.0,76.0,67.0,13.0,21.6,38.0,,,44.0,,,,,,,,690.0,380.0,1.8,HIGH,OVERREACHING,NO_CHANGE,3.0,POOR,4495.0,1821.0,3874.0,9055.0,20886.0
2024-09-03,386.0,51.0,273.0,62.0,1.0,73.0,77.0,68.0,12.0,21.1,45.0,,,43.0,,,,,,,,611.0,372.0,1.6,HIGH,PRODUCTIVE,NO_CHANGE,10.0,POOR,3058.0,1818.0,3869.0,9043.0,20855.0
2024-09-04,232.0,90.0,109.0,33.0,0.0,51.0,91.0,94.0,12.0,11.5,21.0,,,44.0,,,,,,,,515.0,363.0,1.4,OPTIMAL,PRODUCTIVE,NO_CHANGE,8.0,POOR,1840.0,1818.0,3869.0,9043.0,20855.0
2024-09-05,369.0,66.0,237.0,66.0,32.0,71.0,86.0,76.0,12.0,16.9,42.0,,,44.0,,,,,,,,442.0,349.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,43.0,LOW,338.0,1818.0,3868.0,9041.0,20853.0
2024-09-06,437.0,70.0,254.0,113.0,16.0,81.0,82.0,79.0,12.0,15.6,44.0,,,43.0,,,,,,,,369.0,339.0,1.0,OPTIMAL,MAINTAINING,NO_CHANGE,58.0,MODERATE,1.0,1818.0,3868.0,9038.0,20849.0
2024-09-07,436.0,90.0,259.0,87.0,2.0,84.0,88.0,80.0,13.0,15.0,39.0,,,43.0,,61.0,,,50.4,18.8,21.8,296.0,328.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,83.0,HIGH,1.0,1817.0,3866.0,9035.0,20843.0
2024-09-08,399.0,63.0,316.0,20.0,46.0,57.0,55.0,49.0,13.0,29.8,41.0,,,43.0,,,,,,,,222.0,319.0,0.6,LOW,MAINTAINING,NO_CHANGE,60.0,MODERATE,44.0,1817.0,3863.0,9030.0,20833.0
2024-09-09,379.0,31.0,327.0,21.0,4.0,57.0,60.0,38.0,13.0,34.2,34.0,,,41.0,,61.0,,39.0,50.4,18.8,21.8,410.0,360.0,1.1,OPTIMAL,MAINTAINING,NO_CHANGE,54.0,MODERATE,44.0,1798.0,3826.0,8930.0,20590.0
2024-09-10,362.0,78.0,220.0,64.0,1.0,71.0,83.0,63.0,13.0,23.4,29.0,,,40.0,,,,,,,,311.0,356.0,0.8,OPTIMAL,MAINTAINING,NO_CHANGE,16.0,POOR,2105.0,1798.0,3827.0,8935.0,20587.0
2024-09-11,377.0,74.0,232.0,71.0,2.0,75.0,84.0,68.0,13.0,20.8,34.0,,,38.0,,61.0,,,50.4,18.8,21.8,212.0,352.0,0.6,LOW,MAINTAINING,NO_CHANGE,44.0,LOW,649.0,1797.0,3798.0,8849.0,20235.0
2024-09-12,399.0,72.0,250.0,77.0,0.0,80.0,88.0,85.0,13.0,13.9,39.0,,,38.0,,61.0,,39.0,50.4,18.8,21.8,358.0,367.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,78.0,HIGH,1.0,1797.0,3787.0,8807.0,20083.0
2024-09-13,404.0,58.0,260.0,86.0,2.0,76.0,81.0,68.0,12.0,21.1,42.0,,,38.0,,61.0,,40.0,50.4,18.8,21.8,464.0,379.0,1.2,OPTIMAL,MAINTAINING,NO_CHANGE,56.0,MODERATE,587.0,1797.0,3779.0,8768.0,19949.0
2024-09-14,407.0,111.0,246.0,50.0,17.0,76.0,81.0,76.0,13.0,17.2,41.0,,,39.0,,61.0,,40.0,50.4,18.8,21.8,712.0,419.0,1.6,HIGH,PRODUCTIVE,NO_CHANGE,55.0,MODERATE,458.0,1797.0,3772.0,8746.0,19914.0
2024-09-15,124.0,61.0,55.0,8.0,2.0,,,,12.0,,8.0,,,40.0,,61.0,,,50.4,18.8,21.8,623.0,407.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,1.0,POOR,3731.0,1797.0,3771.0,8749.0,19942.0
2024-09-16,389.0,64.0,272.0,53.0,1.0,78.0,89.0,100.0,12.0,7.3,43.0,,,43.0,,61.0,,,50.4,18.8,21.8,533.0,398.0,1.3,OPTIMAL,PRODUCTIVE,INCREASING,44.0,LOW,2142.0,1797.0,3771.0,8751.0,19946.0
2024-09-17,,,,,,,,,,,,,,46.0,,,,,,,,444.0,388.0,1.1,OPTIMAL,PRODUCTIVE,INCREASING,71.0,MODERATE,747.0,1797.0,3772.0,8753.0,19951.0
2024-09-18,387.0,90.0,239.0,58.0,0.0,76.0,84.0,72.0,12.0,18.9,36.0,,,48.0,,61.0,,40.0,50.4,18.8,21.8,586.0,422.0,1.3,OPTIMAL,PRODUCTIVE,INCREASING,78.0,HIGH,1.0,1797.0,3760.0,8706.0,19823.0
2024-09-19,405.0,59.0,260.0,86.0,0.0,82.0,92.0,100.0,12.0,8.4,34.0,,,50.0,,61.0,,,50.4,18.8,21.8,474.0,416.0,1.1,OPTIMAL,PRODUCTIVE,INCREASING,55.0,MODERATE,1421.0,1797.0,3760.0,8708.0,19826.0
2024-09-20,406.0,58.0,257.0,91.0,7.0,79.0,84.0,70.0,13.0,20.1,37.0,,,52.0,,,,,,,,388.0,408.0,0.9,OPTIMAL,PRODUCTIVE,INCREASING,73.0,MODERATE,2.0,1797.0,3768.0,8733.0,19884.0
2024-09-21,476.0,69.0,322.0,85.0,13.0,70.0,70.0,45.0,12.0,31.3,45.0,,,47.0,,61.0,,,50.4,18.8,21.8,302.0,400.0,0.7,LOW,PRODUCTIVE,INCREASING,61.0,MODERATE,1.0,1797.0,3768.0,8735.0,19889.0
2024-09-22,339.0,79.0,236.0,24.0,1.0,64.0,78.0,72.0,13.0,19.1,42.0,,,47.0,,61.0,,40.0,50.4,18.8,21.8,386.0,422.0,0.9,OPTIMAL,PRODUCTIVE,INCREASING,67.0,MODERATE,1.0,1797.0,3762.0,8703.0,19802.0
2024-09-23,367.0,82.0,239.0,46.0,2.0,71.0,81.0,67.0,13.0,21.2,34.0,,,46.0,,,,,,,,300.0,412.0,0.7,LOW,PRODUCTIVE,INCREASING,48.0,LOW,530.0,1797.0,3763.0,8705.0,19807.0
2024-09-24,480.0,47.0,342.0,91.0,12.0,84.0,78.0,75.0,12.0,17.4,57.0,,,46.0,,,,,,,,229.0,401.0,0.5,LOW,PEAKING,INCREASING,80.0,HIGH,1.0,1797.0,3763.0,8706.0,19812.0
2024-09-25,436.0,60.0,314.0,62.0,16.0,77.0,75.0,71.0,12.0,19.4,50.0,,,45.0,,60.0,,,50.6,18.6,21.8,189.0,385.0,0.4,LOW,PEAKING,INCREASING,87.0,HIGH,1.0,1797.0,3763.0,8707.0,19816.0
2024-09-26,382.0,65.0,260.0,57.0,0.0,76.0,83.0,79.0,13.0,15.4,40.0,,,44.0,,60.0,,,50.6,18.6,21.8,170.0,372.0,0.4,LOW,RECOVERY,INCREASING,85.0,HIGH,1.0,1786.0,3745.0,8665.0,19738.0
2024-09-27,423.0,73.0,290.0,60.0,18.0,71.0,71.0,58.0,12.0,25.7,39.0,,,42.0,,60.0,,40.0,50.6,18.6,21.8,275.0,382.0,0.7,LOW,RECOVERY,INCREASING,82.0,HIGH,1.0,1788.0,3751.0,8689.0,19806.0
2024-09-28,498.0,69.0,322.0,107.0,0.0,93.0,92.0,100.0,12.0,9.8,47.0,,,45.0,,60.0,,,50.6,18.6,21.8,218.0,368.0,0.5,LOW,RECOVERY,INCREASING,90.0,HIGH,7.0,1788.0,3751.0,8691.0,19812.0
